date,min_relative_humidity_v,max_relative_humidity_v,min_temperature_v,max_temperature_v,precipitation_v
2006-11-09,72.66,94.06,4.18,10.16,5.63
2006-11-08,72.36,94.02,4.14,10.25,5.54
2006-11-07,72,93.95,4.23,10.35,5.64
2006-11-06,71.7,93.83,4.33,10.46,5.68
2006-11-05,71.29,93.78,4.36,10.57,5.59
2006-11-04,70.86,93.85,4.47,10.71,5.48
2006-11-03,70.64,93.86,4.59,10.83,5.43
2006-11-02,70.76,93.97,4.78,10.98,5.38
2006-11-01,70.9,94.04,5.01,11.13,5.35
2006-10-31,70.95,94.12,5.07,11.29,5.32
2006-10-30,70.94,94.13,5.19,11.41,5.32
2006-10-29,70.64,94.12,5.31,11.59,5.14
2006-10-28,70.68,94.18,5.44,11.75,5.03
2006-10-27,70.74,94.29,5.54,11.92,4.97
2006-10-26,70.83,94.38,5.64,12.08,4.62
2006-10-25,71.08,94.5,5.79,12.2,4.47
2006-10-24,71.24,94.51,5.98,12.31,4.54
2006-10-23,71.44,94.65,6.1,12.46,4.43
2006-10-22,71.6,94.92,6.19,12.64,4.23
2006-10-21,71.9,94.99,6.39,12.8,4.25
2006-10-20,72.24,94.98,6.53,12.94,4.13
2006-10-19,72.2,94.98,6.65,13.1,4.15
2006-10-18,71.78,94.94,6.68,13.27,3.93
2006-10-17,71.53,94.89,6.73,13.41,3.83
2006-10-16,71.37,94.84,6.86,13.57,3.74
2006-10-15,71.11,94.84,7,13.73,3.65
2006-10-14,71.02,94.76,7.14,13.9,3.46
2006-10-13,70.86,94.76,7.28,14.07,3.42
2006-10-12,70.6,94.67,7.39,14.22,3.23
2006-10-11,70.13,94.66,7.49,14.4,3.21
2006-10-10,69.89,94.63,7.6,14.61,3.21
2006-10-09,69.55,94.67,7.72,14.81,2.89
2006-10-08,69.37,94.62,7.87,15.01,2.67
2006-10-07,68.99,94.56,8.09,15.22,2.56
2006-10-06,68.62,94.51,8.25,15.44,2.52
2006-10-05,68.09,94.39,8.37,15.69,2.42
2006-10-04,67.77,94.3,8.51,15.88,2.28
2006-10-03,67.5,94.29,8.68,16.1,2.34
2006-10-02,67.3,94.28,8.79,16.3,2.23
2006-10-01,67.17,94.34,8.88,16.47,2.09
2006-09-30,67.29,94.35,8.97,16.61,2.06
2006-09-29,67.02,94.38,9.05,16.79,2.03
2006-09-28,66.68,94.34,9.14,16.96,1.89
2006-09-27,66.54,94.3,9.29,17.11,1.91
2006-09-26,66.39,94.2,9.46,17.27,1.87
2006-09-25,66.22,94.17,9.61,17.44,2.01
2006-09-24,66.08,94.08,9.75,17.6,1.93
2006-09-23,65.94,94.04,9.88,17.73,1.96
2006-09-22,65.79,93.96,9.99,17.87,1.94
2006-09-21,65.57,93.9,10.1,18.02,1.89
2006-09-20,65.38,93.93,10.2,18.15,1.86
2006-09-19,65.19,93.82,10.31,18.28,1.77
2006-09-18,65.14,93.75,10.43,18.37,1.66
2006-09-17,64.98,93.63,10.54,18.49,1.77
2006-09-16,64.56,93.42,10.67,18.62,1.83
2006-09-15,64.07,93.29,10.78,18.76,1.75
2006-09-14,63.71,93.17,10.91,18.86,1.79
2006-09-13,63.39,92.96,11.02,18.99,1.85
2006-09-12,62.93,92.84,11.14,19.13,1.87
2006-09-11,62.84,92.7,11.27,19.24,1.9
2006-09-10,62.47,92.52,11.38,19.4,1.71
2006-09-09,62.03,92.38,11.5,19.59,1.79
2006-09-08,61.72,92.15,11.63,19.75,1.85
2006-09-07,61.59,92.05,11.74,19.88,1.85
2006-09-06,61.6,92.05,11.87,19.97,1.91
2006-09-05,61.68,91.94,12.01,20.08,1.95
2006-09-04,61.62,91.84,12.16,20.22,2.06
2006-09-03,61.27,91.63,12.27,20.37,2.11
2006-09-02,60.86,91.56,12.38,20.53,2.04
2006-09-01,60.63,91.46,12.48,20.68,2.06
2006-08-31,60.42,91.27,12.58,20.79,2.01
2006-08-30,60.39,91.07,12.7,20.88,1.95
2006-08-29,60.3,90.98,12.81,20.99,1.9
2006-08-28,60.34,90.87,12.9,21.09,1.91
2006-08-27,59.9,90.75,12.96,21.23,1.86
2006-08-26,59.91,90.68,13.04,21.28,1.83
2006-08-25,60.06,90.69,13.12,21.33,1.77
2006-08-24,59.86,90.7,13.15,21.44,1.56
2006-08-23,59.54,90.49,13.23,21.53,1.61
2006-08-22,59.21,90.23,13.28,21.61,1.48
2006-08-21,58.81,90.06,13.37,21.69,1.47
2006-08-20,58.56,90.02,13.43,21.82,1.42
2006-08-19,58.59,89.98,13.51,21.89,1.38
2006-08-18,58.67,89.9,13.6,21.96,1.31
2006-08-17,58.72,89.85,13.69,22.04,1.24
2006-08-16,58.61,89.87,13.8,22.18,1.21
2006-08-15,58.59,89.86,13.89,22.3,1.21
2006-08-14,58.59,89.9,13.94,22.37,1.21
2006-08-13,58.44,89.79,14,22.45,1.22
2006-08-12,58.35,89.63,14.02,22.52,1.17
2006-08-11,57.8,89.51,14.06,22.67,1.1
2006-08-10,57.52,89.36,14.11,22.74,1.06
2006-08-09,57.61,89.26,14.13,22.74,1.07
2006-08-08,57.62,89.25,14.11,22.73,0.98
2006-08-07,57.28,89.14,14.13,22.82,0.9
2006-08-06,57.1,89.02,14.1,22.88,0.79
2006-08-05,56.87,88.85,14.08,22.87,0.76
2006-08-04,56.59,88.74,14.09,22.89,0.78
2006-08-03,56.43,88.66,14.09,22.91,0.86
2006-08-02,56.31,88.56,14.09,22.9,0.87
2006-08-01,56.3,88.48,14.06,22.88,0.87
2006-07-31,56.25,88.43,14.03,22.89,0.81
2006-07-30,56.06,88.26,14.06,22.94,0.74
2006-07-29,56.09,88.32,14.09,22.98,0.62
2006-07-28,56.28,88.38,14.09,22.95,0.61
2006-07-27,56.45,88.38,14.11,22.92,0.61
2006-07-26,56.5,88.31,14.1,22.92,0.61
2006-07-25,56.38,88.22,14.11,22.92,0.55
2006-07-24,56.39,88.25,14.1,22.93,0.58
2006-07-23,56.93,88.36,14.06,22.8,0.66
2006-07-22,57.33,88.43,14.02,22.66,0.85
2006-07-21,57.62,88.56,13.96,22.57,0.86
2006-07-20,57.84,88.66,13.91,22.46,0.84
2006-07-19,57.99,88.77,13.85,22.39,0.81
2006-07-18,58.22,88.85,13.77,22.29,0.93
2006-07-17,58.3,88.9,13.7,22.18,1.03
2006-07-16,58.23,88.89,13.6,22.06,1.06
2006-07-15,58.3,88.93,13.49,21.92,1.2
2006-07-14,58.05,88.92,13.38,21.81,1.25
2006-07-13,57.76,88.93,13.26,21.72,1.28
2006-07-12,57.96,89.01,13.14,21.49,1.47
2006-07-11,57.99,89.1,13.04,21.33,1.5
2006-07-10,58.03,89.18,12.96,21.2,1.61
2006-07-09,57.89,89.21,12.86,21.09,1.74
2006-07-08,57.73,89.22,12.82,20.98,1.81
2006-07-07,57.23,89.31,12.77,20.97,1.68
2006-07-06,57.26,89.42,12.78,20.9,1.87
2006-07-05,57.11,89.38,12.72,20.89,1.95
2006-07-04,56.92,89.33,12.65,20.83,1.93
2006-07-03,56.74,89.29,12.61,20.78,1.86
2006-07-02,56.64,89.22,12.57,20.76,1.78
2006-07-01,56.49,89.23,12.53,20.71,1.81
2006-06-30,56.47,89.24,12.47,20.6,1.72
2006-06-29,56.56,89.2,12.45,20.52,1.7
2006-06-28,56.7,89.33,12.41,20.48,1.75
2006-06-27,56.57,89.25,12.36,20.49,1.64
2006-06-26,56.42,89.18,12.3,20.47,1.62
2006-06-25,56.32,89.29,12.25,20.45,1.62
2006-06-24,56.61,89.39,12.19,20.38,1.61
2006-06-23,56.7,89.4,12.08,20.33,1.61
2006-06-22,56.83,89.29,11.99,20.23,1.71
2006-06-21,56.76,89.26,11.87,20.15,1.59
2006-06-20,56.83,89.33,11.77,20.01,1.65
2006-06-19,57.01,89.34,11.69,19.88,1.76
2006-06-18,56.87,89.45,11.57,19.74,1.75
2006-06-17,56.93,89.52,11.48,19.58,1.84
2006-06-16,57.16,89.6,11.38,19.45,1.94
2006-06-15,57.19,89.63,11.31,19.37,2
2006-06-14,57.43,89.63,11.23,19.26,1.99
2006-06-13,57.46,89.57,11.19,19.15,1.99
2006-06-12,57.48,89.69,11.13,19.03,2
2006-06-11,57.75,89.77,11.1,18.93,2.13
2006-06-10,57.67,89.65,11.02,18.89,2.13
2006-06-09,57.5,89.47,10.95,18.79,2.03
2006-06-08,57.32,89.42,10.89,18.72,1.97
2006-06-07,57.63,89.51,10.84,18.64,2.06
2006-06-06,57.54,89.52,10.73,18.58,2.07
2006-06-05,57.48,89.5,10.67,18.51,2.03
2006-06-04,57.36,89.63,10.62,18.45,2.05
2006-06-03,57.7,89.59,10.6,18.38,2.23
2006-06-02,57.98,89.64,10.51,18.3,2.28
2006-06-01,57.84,89.63,10.46,18.26,2.23
2006-05-31,57.86,89.73,10.35,18.24,2.23
2006-05-30,57.78,89.79,10.24,18.15,2.22
2006-05-29,57.83,89.76,10.08,18.03,2.31
2006-05-28,57.7,89.66,9.95,17.95,2.26
2006-05-27,57.53,89.66,9.82,17.83,2.23
2006-05-26,57.63,89.76,9.74,17.68,2.23
2006-05-25,57.73,89.9,9.66,17.6,2.32
2006-05-24,57.75,90.02,9.56,17.48,2.41
2006-05-23,57.54,90.03,9.42,17.4,2.26
2006-05-22,57.47,89.95,9.31,17.29,2.25
2006-05-21,57.66,90.14,9.18,17.13,2.27
2006-05-20,57.76,90.06,9.09,17.01,2.29
2006-05-19,57.47,90.01,8.94,16.93,2.1
2006-05-18,57,89.98,8.84,16.84,2.03
2006-05-17,57.08,90.02,8.72,16.69,2
2006-05-16,57.09,90,8.63,16.5,1.97
2006-05-15,56.93,90.05,8.51,16.42,2.02
2006-05-14,56.92,90.01,8.43,16.32,1.93
2006-05-13,57.18,90.12,8.33,16.2,1.99
2006-05-12,57.35,90.23,8.22,16.09,1.96
2006-05-11,57.49,90.27,8.11,15.95,1.94
2006-05-10,57.46,90.26,8.01,15.82,1.9
2006-05-09,57.46,90.23,7.97,15.77,1.94
2006-05-08,57.34,90.18,7.92,15.69,2
2006-05-07,57.46,90.1,7.84,15.62,2.06
2006-05-06,57.17,89.79,7.73,15.61,2.02
2006-05-05,57.1,89.68,7.59,15.54,1.96
2006-05-04,57.19,89.79,7.51,15.46,2.05
2006-05-03,57.39,89.75,7.39,15.39,2.13
2006-05-02,57.32,89.7,7.27,15.28,2.19
2006-05-01,57.18,89.48,7.15,15.17,2.29
2006-04-30,57.32,89.44,7.08,15.05,2.46
2006-04-29,57.39,89.54,6.98,14.97,2.61
2006-04-28,57.2,89.57,6.88,14.89,2.6
2006-04-27,56.99,89.59,6.76,14.82,2.64
2006-04-26,57.04,89.59,6.65,14.7,2.72
2006-04-25,56.9,89.5,6.53,14.61,2.7
2006-04-24,56.98,89.57,6.37,14.48,2.61
2006-04-23,57.12,89.65,6.26,14.34,2.68
2006-04-22,57.55,89.88,6.19,14.17,2.71
2006-04-21,57.91,90.05,6.11,13.96,2.7
2006-04-20,58.04,90.24,6.06,13.79,2.79
2006-04-19,58.21,90.28,5.94,13.61,2.84
2006-04-18,58.28,90.35,5.84,13.44,2.87
2006-04-17,58.47,90.48,5.75,13.33,2.93
2006-04-16,58.65,90.66,5.63,13.23,2.96
2006-04-15,58.88,90.72,5.53,13.1,2.9
2006-04-14,58.78,90.8,5.42,13.01,2.87
2006-04-13,59.08,90.86,5.33,12.87,3
2006-04-12,59.43,90.94,5.26,12.71,3.13
2006-04-11,59.57,90.97,5.17,12.61,3.11
2006-04-10,59.71,91.04,5.09,12.51,3.26
2006-04-09,59.81,90.95,4.98,12.43,3.26
2006-04-08,60.2,91.02,4.86,12.26,3.21
2006-04-07,60.12,91,4.76,12.14,3.15
2006-04-06,60.18,91.03,4.67,12.07,3.24
2006-04-05,60.43,90.9,4.52,11.96,3.26
2006-04-04,60.42,90.86,4.37,11.84,3.22
2006-04-03,60.42,90.81,4.28,11.73,3.21
2006-04-02,60.58,90.63,4.22,11.6,3.27
2006-04-01,60.56,90.73,4.15,11.5,3.31
2006-03-31,60.38,90.68,4.02,11.42,3.27
2006-03-30,60.59,90.77,3.98,11.29,3.27
2006-03-29,60.64,90.82,3.93,11.23,3.33
2006-03-28,60.93,90.79,3.87,11.16,3.24
2006-03-27,61.05,90.86,3.83,11.13,3.36
2006-03-26,61.37,90.99,3.77,11.03,3.27
2006-03-25,61.62,91.03,3.76,10.93,3.4
2006-03-24,61.7,91.08,3.7,10.88,3.51
2006-03-23,61.64,91.14,3.61,10.81,3.51
2006-03-22,61.83,91.26,3.54,10.68,3.51
2006-03-21,61.8,91.49,3.54,10.65,3.37
2006-03-20,61.99,91.63,3.58,10.66,3.45
2006-03-19,62.57,91.82,3.57,10.61,3.43
2006-03-18,62.78,92.05,3.54,10.62,3.36
2006-03-17,63.23,92.18,3.56,10.61,3.3
2006-03-16,63.92,92.42,3.62,10.59,3.41
2006-03-15,64.38,92.54,3.54,10.51,3.46
2006-03-14,64.68,92.51,3.47,10.38,3.38
2006-03-13,64.54,92.44,3.36,10.31,3.33
2006-03-12,64.64,92.47,3.27,10.16,3.27
2006-03-11,64.82,92.5,3.17,10.05,3.33
2006-03-10,65.02,92.58,3.05,9.91,3.38
2006-03-09,64.92,92.56,2.97,9.81,3.41
2006-03-08,65.16,92.66,2.9,9.72,3.66
2006-03-07,65.06,92.74,2.85,9.71,3.65
2006-03-06,65.19,92.61,2.72,9.62,3.67
2006-03-05,65.58,92.66,2.6,9.48,3.62
2006-03-04,65.51,92.63,2.49,9.37,3.64
2006-03-03,65.48,92.56,2.36,9.25,3.78
2006-03-02,65.46,92.62,2.23,9.14,3.82
2006-03-01,65.6,92.69,2.11,8.99,3.81
2006-02-28,65.74,92.69,2.06,8.9,3.79
2006-02-27,65.98,92.76,2.07,8.87,3.86
2006-02-26,66.17,92.91,2.06,8.82,4.01
2006-02-25,66.39,92.89,2.04,8.76,4.19
2006-02-24,66.49,92.94,2.01,8.72,4.33
2006-02-23,66.32,93,1.97,8.69,4.31
2006-02-22,66.44,92.94,1.97,8.65,4.38
2006-02-21,66.59,92.77,1.92,8.57,4.27
2006-02-20,66.66,92.58,1.88,8.49,4.39
2006-02-19,66.77,92.56,1.89,8.45,4.54
2006-02-18,66.83,92.64,1.87,8.4,4.67
2006-02-17,67.22,92.88,1.83,8.33,4.69
2006-02-16,67.64,93.06,1.78,8.25,4.56
2006-02-15,67.83,93.05,1.75,8.16,4.54
2006-02-14,67.75,93.04,1.69,8.1,4.38
2006-02-13,67.75,93.12,1.67,8.06,4.49
2006-02-12,67.78,93.1,1.55,7.98,4.36
2006-02-11,67.99,93.16,1.44,7.91,4.24
2006-02-10,68.09,93.18,1.32,7.88,4
2006-02-09,68.18,93.13,1.26,7.79,3.83
2006-02-08,68.65,93.16,1.21,7.7,3.93
2006-02-07,68.89,93.3,1.14,7.64,3.81
2006-02-06,69.28,93.55,1.09,7.58,3.85
2006-02-05,69.86,93.7,1.08,7.49,4.03
2006-02-04,70.16,93.84,1.03,7.4,3.9
2006-02-03,70.53,93.84,1.03,7.33,3.82
2006-02-02,70.72,93.76,1.03,7.28,3.88
2006-02-01,70.92,93.81,1.09,7.24,3.87
2006-01-31,71.46,93.84,1.14,7.22,3.89
2006-01-30,72.03,93.98,1.19,7.15,4.21
2006-01-29,72.53,94.13,1.18,7.08,4.3
2006-01-28,73.18,94.38,1.26,7.04,4.44
2006-01-27,73.57,94.47,1.36,7.04,4.46
2006-01-26,73.91,94.59,1.44,7.04,4.62
2006-01-25,74.38,94.8,1.5,7.06,4.93
2006-01-24,74.85,94.94,1.52,7.07,5
2006-01-23,75.43,95.02,1.56,7.04,5.05
2006-01-22,75.63,95.08,1.6,7.02,4.99
2006-01-21,75.79,95.26,1.59,7.03,5
2006-01-20,76.1,95.34,1.59,7,5.05
2006-01-19,76.06,95.48,1.56,7,5.08
2006-01-18,76.16,95.62,1.52,6.99,5.07
2006-01-17,76.38,95.58,1.49,6.94,5.29
2006-01-16,76.37,95.48,1.44,6.89,5.39
2006-01-15,76.21,95.4,1.35,6.85,5.31
2006-01-14,75.94,95.24,1.25,6.8,5.19
2006-01-13,75.66,95.08,1.05,6.65,5.21
2006-01-12,75.09,94.88,0.84,6.51,5.17
2006-01-11,74.81,94.75,0.69,6.38,5.23
2006-01-10,74.61,94.72,0.54,6.26,5.08
2006-01-09,74.28,94.68,0.44,6.15,5.02
2006-01-08,74.01,94.59,0.34,6.05,5.03
2006-01-07,73.98,94.59,0.19,5.96,5
2006-01-06,74.23,94.6,0.08,5.87,4.8
2006-01-05,74.21,94.56,0.01,5.75,5.03
2006-01-04,74.28,94.36,-0.12,5.61,4.98
2006-01-03,74.39,94.34,-0.15,5.55,5.04
2006-01-02,74.56,94.43,-0.17,5.54,5.05
2006-01-01,74.63,94.55,-0.16,5.52,5.07
2005-12-31,74.78,94.48,-0.18,5.49,4.97
2005-12-30,74.88,94.46,-0.19,5.46,4.89
2005-12-29,75.05,94.42,-0.08,5.5,4.73
2005-12-28,75.52,94.41,0.05,5.53,4.82
2005-12-27,75.68,94.22,0.12,5.52,4.72
2005-12-26,75.56,93.96,0.18,5.53,4.62
2005-12-25,75.48,93.89,0.23,5.58,4.46
2005-12-24,75.34,93.86,0.3,5.67,4.56
2005-12-23,75.09,93.87,0.45,5.81,4.66
2005-12-22,74.78,93.82,0.6,5.92,4.83
2005-12-21,74.6,93.85,0.77,6.11,4.76
2005-12-20,74.49,93.88,0.94,6.27,5.07
2005-12-19,74.22,93.85,1,6.37,5.31
2005-12-18,73.88,93.74,1.08,6.45,5.24
2005-12-17,73.66,93.68,1.13,6.57,5.28
2005-12-16,73.48,93.76,1.19,6.64,5.5
2005-12-15,73.33,93.74,1.31,6.75,5.73
2005-12-14,73.34,93.82,1.36,6.8,6.02
2005-12-13,73.54,94.01,1.39,6.88,5.95
2005-12-12,73.38,94.29,1.43,6.96,5.97
2005-12-11,73.04,94.4,1.49,7.09,6.02
2005-12-10,73.04,94.49,1.56,7.19,6.27
2005-12-09,73.19,94.59,1.63,7.21,6.3
2005-12-08,73.31,94.6,1.65,7.18,6.41
2005-12-07,73.48,94.59,1.64,7.18,6.3
2005-12-06,73.31,94.58,1.58,7.12,6.36
2005-12-05,73.32,94.57,1.58,7.13,6.26
2005-12-04,73.48,94.53,1.61,7.14,6.29
2005-12-03,73.36,94.55,1.55,7.14,6.25
2005-12-02,73.38,94.57,1.56,7.09,6.19
2005-12-01,73.2,94.43,1.61,7.16,6.19
2005-11-30,72.89,94.34,1.61,7.21,6.25
2005-11-29,72.3,93.99,1.62,7.26,6.14
2005-11-28,71.71,93.74,1.65,7.34,6.32
2005-11-27,71.56,93.55,1.74,7.47,6.31
2005-11-26,71.65,93.45,1.87,7.56,6.59
2005-11-25,71.5,93.39,1.92,7.62,6.55
2005-11-24,71.39,93.34,1.99,7.73,6.44
2005-11-23,71.41,93.29,2.17,7.9,6.47
2005-11-22,71.08,93.25,2.28,8.07,6.54
2005-11-21,71.23,93.17,2.4,8.25,6.44
2005-11-20,71.21,93.21,2.54,8.42,6.36
2005-11-19,71.18,93.18,2.69,8.57,6.21
2005-11-18,71.35,93.2,2.86,8.75,6.16
2005-11-17,71.26,93.11,2.98,8.92,6.16
2005-11-16,71.16,93.14,3.07,9.09,6
2005-11-15,71.22,93.16,3.27,9.25,5.75
2005-11-14,71.56,93.47,3.49,9.5,5.77
2005-11-13,72.01,93.72,3.68,9.67,5.89
2005-11-12,72.2,93.88,3.81,9.79,5.94
2005-11-11,72.36,94.07,3.93,9.94,5.64
2005-11-10,72.64,94.07,4.09,10.09,5.72
2005-11-09,72.42,93.99,4.19,10.23,5.68
2005-11-08,72.09,93.95,4.17,10.34,5.54
2005-11-07,71.79,93.88,4.24,10.41,5.6
2005-11-06,71.49,93.74,4.33,10.51,5.57
2005-11-05,71.17,93.69,4.36,10.61,5.57
2005-11-04,70.83,93.79,4.45,10.73,5.47
2005-11-03,70.69,93.8,4.58,10.85,5.44
2005-11-02,70.85,93.92,4.78,10.99,5.45
2005-11-01,70.97,94.01,5.01,11.14,5.45
2005-10-31,71.08,94.1,5.07,11.28,5.44
2005-10-30,71.02,94.11,5.18,11.39,5.43
2005-10-29,70.71,94.09,5.28,11.55,5.22
2005-10-28,70.76,94.15,5.4,11.7,5.12
2005-10-27,70.87,94.25,5.48,11.84,5.05
2005-10-26,70.86,94.32,5.57,11.99,4.72
2005-10-25,71.12,94.44,5.71,12.1,4.6
2005-10-24,71.32,94.44,5.89,12.21,4.78
2005-10-23,71.55,94.59,6.01,12.37,4.77
2005-10-22,71.71,94.85,6.09,12.54,4.55
2005-10-21,71.96,94.92,6.29,12.69,4.44
2005-10-20,72.26,94.9,6.43,12.84,4.33
2005-10-19,72.16,94.89,6.53,13.01,4.31
2005-10-18,71.73,94.85,6.56,13.19,4.05
2005-10-17,71.46,94.78,6.62,13.34,3.9
2005-10-16,71.3,94.73,6.76,13.51,3.85
2005-10-15,71.03,94.73,6.91,13.69,3.76
2005-10-14,70.95,94.65,7.05,13.86,3.57
2005-10-13,70.75,94.63,7.19,14.05,3.49
2005-10-12,70.48,94.55,7.3,14.2,3.35
2005-10-11,70.06,94.54,7.42,14.38,3.34
2005-10-10,69.83,94.51,7.55,14.59,3.36
2005-10-09,69.52,94.54,7.66,14.8,2.94
2005-10-08,69.29,94.48,7.82,15.02,2.65
2005-10-07,68.95,94.44,8.05,15.24,2.59
2005-10-06,68.56,94.38,8.2,15.47,2.45
2005-10-05,68.02,94.27,8.33,15.72,2.33
2005-10-04,67.65,94.17,8.47,15.92,2.22
2005-10-03,67.4,94.16,8.65,16.14,2.28
2005-10-02,67.21,94.14,8.76,16.33,2.18
2005-10-01,67.09,94.23,8.86,16.51,2.01
2005-09-30,67.23,94.24,8.96,16.66,1.97
2005-09-29,66.91,94.29,9.05,16.86,1.95
2005-09-28,66.62,94.27,9.15,17.03,1.84
2005-09-27,66.47,94.23,9.3,17.2,1.82
2005-09-26,66.34,94.17,9.46,17.35,1.78
2005-09-25,66.21,94.14,9.6,17.52,1.88
2005-09-24,66.08,94.06,9.73,17.66,1.83
2005-09-23,65.93,94,9.86,17.78,1.85
2005-09-22,65.81,93.94,9.96,17.9,1.83
2005-09-21,65.62,93.89,10.07,18.06,1.86
2005-09-20,65.45,93.92,10.17,18.18,1.85
2005-09-19,65.29,93.83,10.28,18.31,1.76
2005-09-18,65.22,93.77,10.4,18.41,1.64
2005-09-17,65.08,93.68,10.5,18.53,1.76
2005-09-16,64.68,93.46,10.63,18.64,1.82
2005-09-15,64.25,93.32,10.73,18.77,1.74
2005-09-14,63.94,93.19,10.85,18.86,1.78
2005-09-13,63.6,92.99,10.97,18.98,1.84
2005-09-12,63.14,92.86,11.08,19.11,1.86
2005-09-11,63.05,92.73,11.22,19.23,1.89
2005-09-10,62.69,92.57,11.33,19.39,1.7
2005-09-09,62.26,92.44,11.44,19.57,1.77
2005-09-08,61.99,92.23,11.56,19.71,1.84
2005-09-07,61.84,92.11,11.67,19.83,1.85
2005-09-06,61.82,92.09,11.81,19.92,1.91
2005-09-05,61.92,91.98,11.95,20.02,1.94
2005-09-04,61.91,91.88,12.09,20.14,2.06
2005-09-03,61.62,91.67,12.2,20.28,2.16
2005-09-02,61.32,91.61,12.31,20.42,2.12
2005-09-01,61.07,91.5,12.41,20.56,2.14
2005-08-31,60.83,91.31,12.51,20.67,2.09
2005-08-30,60.81,91.13,12.62,20.76,2.06
2005-08-29,60.73,91.04,12.72,20.85,2.05
2005-08-28,60.78,90.93,12.81,20.93,2.06
2005-08-27,60.38,90.75,12.88,21.06,2.01
2005-08-26,60.38,90.62,12.96,21.1,1.98
2005-08-25,60.5,90.6,13.04,21.15,1.92
2005-08-24,60.27,90.58,13.09,21.27,1.7
2005-08-23,59.95,90.32,13.17,21.36,1.75
2005-08-22,59.64,90.02,13.22,21.42,1.63
2005-08-21,59.2,89.82,13.3,21.52,1.62
2005-08-20,58.88,89.74,13.37,21.65,1.56
2005-08-19,58.84,89.67,13.44,21.74,1.46
2005-08-18,58.79,89.56,13.52,21.82,1.37
2005-08-17,58.8,89.49,13.62,21.92,1.29
2005-08-16,58.66,89.47,13.72,22.06,1.27
2005-08-15,58.57,89.41,13.81,22.18,1.23
2005-08-14,58.57,89.4,13.86,22.25,1.22
2005-08-13,58.36,89.26,13.9,22.34,1.23
2005-08-12,58.22,89.1,13.93,22.42,1.17
2005-08-11,57.63,89.01,13.96,22.57,1.11
2005-08-10,57.34,88.87,14.02,22.66,1.07
2005-08-09,57.42,88.8,14.03,22.66,1.1
2005-08-08,57.42,88.83,14.01,22.65,1
2005-08-07,57.1,88.72,14.03,22.74,0.92
2005-08-06,56.94,88.62,14,22.78,0.81
2005-08-05,56.74,88.48,13.98,22.76,0.78
2005-08-04,56.47,88.34,13.99,22.78,0.8
2005-08-03,56.32,88.26,13.99,22.8,0.88
2005-08-02,56.21,88.15,13.98,22.8,0.89
2005-08-01,56.18,88.07,13.98,22.79,0.89
2005-07-31,56.12,88.01,13.97,22.82,0.84
2005-07-30,55.9,87.84,14.01,22.89,0.74
2005-07-29,55.94,87.91,14.04,22.94,0.63
2005-07-28,56.1,88,14.04,22.91,0.62
2005-07-27,56.25,88.02,14.07,22.89,0.62
2005-07-26,56.3,87.96,14.05,22.9,0.62
2005-07-25,56.17,87.86,14.06,22.91,0.57
2005-07-24,56.16,87.89,14.06,22.91,0.59
2005-07-23,56.64,87.99,14.02,22.79,0.67
2005-07-22,57,88.08,13.97,22.67,0.85
2005-07-21,57.26,88.2,13.93,22.59,0.87
2005-07-20,57.46,88.32,13.86,22.49,0.85
2005-07-19,57.63,88.42,13.79,22.41,0.8
2005-07-18,57.87,88.51,13.71,22.3,0.92
2005-07-17,57.98,88.57,13.64,22.19,1.02
2005-07-16,57.96,88.59,13.54,22.08,1.05
2005-07-15,58.04,88.65,13.44,21.94,1.17
2005-07-14,57.83,88.65,13.34,21.84,1.22
2005-07-13,57.59,88.65,13.23,21.76,1.25
2005-07-12,57.77,88.72,13.12,21.54,1.39
2005-07-11,57.79,88.81,13.02,21.39,1.42
2005-07-10,57.88,88.92,12.94,21.25,1.53
2005-07-09,57.77,88.94,12.84,21.16,1.66
2005-07-08,57.61,88.96,12.8,21.06,1.73
2005-07-07,57.14,89.03,12.75,21.04,1.6
2005-07-06,57.16,89.18,12.74,20.96,1.78
2005-07-05,57.01,89.16,12.69,20.94,1.87
2005-07-04,56.76,89.12,12.61,20.88,1.85
2005-07-03,56.55,89.09,12.56,20.84,1.79
2005-07-02,56.45,89.01,12.5,20.8,1.71
2005-07-01,56.31,89.04,12.45,20.73,1.74
2005-06-30,56.3,89.06,12.39,20.6,1.68
2005-06-29,56.39,89.01,12.34,20.5,1.66
2005-06-28,56.54,89.13,12.3,20.43,1.7
2005-06-27,56.42,89.05,12.24,20.41,1.63
2005-06-26,56.26,88.95,12.18,20.39,1.61
2005-06-25,56.11,89.03,12.13,20.37,1.61
2005-06-24,56.34,89.12,12.06,20.31,1.58
2005-06-23,56.48,89.14,11.94,20.24,1.58
2005-06-22,56.63,89.07,11.87,20.14,1.69
2005-06-21,56.59,89,11.77,20.07,1.56
2005-06-20,56.7,89.08,11.69,19.95,1.61
2005-06-19,56.92,89.1,11.62,19.83,1.72
2005-06-18,56.8,89.2,11.51,19.7,1.7
2005-06-17,56.85,89.28,11.44,19.56,1.79
2005-06-16,57.04,89.34,11.34,19.44,1.89
2005-06-15,57.01,89.34,11.27,19.38,1.92
2005-06-14,57.22,89.33,11.19,19.28,1.92
2005-06-13,57.25,89.28,11.16,19.18,1.93
2005-06-12,57.25,89.42,11.1,19.08,1.93
2005-06-11,57.6,89.54,11.08,18.98,2.09
2005-06-10,57.56,89.45,11,18.93,2.1
